year,film_title,actor_name,actor_imdb_url,maj_academy_awards_usa_noms,maj_academy_awards_usa_wins,maj_bafta_awards_noms,maj_bafta_awards_wins,maj_golden_globes_usa_noms,maj_golden_globes_usa_wins,maj_actor_awards_noms,maj_actor_awards_wins,maj_directors_guild_of_america_usa_noms,maj_directors_guild_of_america_usa_wins,maj_writers_guild_of_america_usa_noms,maj_writers_guild_of_america_usa_wins,maj_pga_awards_noms,maj_pga_awards_wins,maj_critics_choice_awards_noms,maj_critics_choice_awards_wins,maj_film_independent_spirit_awards_noms,maj_film_independent_spirit_awards_wins,maj_satellite_awards_noms,maj_satellite_awards_wins,grp_prediction_online_noms,grp_prediction_online_wins,grp_us_regional_critics_noms,grp_us_regional_critics_wins,grp_national_critics_noms,grp_national_critics_wins,grp_international_film_noms,grp_international_film_wins,grp_major_festival_noms,grp_major_festival_wins,grp_television_noms,grp_television_wins,grp_audience_pop_noms,grp_audience_pop_wins,grp_genre_noms,grp_genre_wins,grp_voice_or_animation_noms,grp_voice_or_animation_wins,grp_negative_noms,grp_negative_wins,grp_other_noms,grp_other_wins
2026,One Battle After Another,Joe Silva,https://www.imdb.com/name/nm14683570/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Jeffrey Massagli,https://www.imdb.com/name/nm17695061/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Nicole J. Sunseri,https://www.imdb.com/name/nm17695071/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Chase Infiniti,https://www.imdb.com/name/nm14551692/,0,0,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,17,13,2,1,1,0,0,0,2,2,1,0,0,0,0,0,0,0,17,9
2026,One Battle After Another,Benicio Del Toro,https://www.imdb.com/name/nm0001125/,2,1,3,1,1,1,3,2,0,0,0,0,0,0,5,0,0,4,4,0,15,4,38,29,7,10,3,0,2,6,7,0,0,1,0,1,0,0,3,0,30,12
2026,One Battle After Another,Tisha Sloan,https://www.imdb.com/name/nm16559929/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Jeremy Ekalo,https://www.imdb.com/name/nm12931119/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Alberto Garcia,https://www.imdb.com/name/nm17695081/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Antonio Tadeo Garcia,https://www.imdb.com/name/nm17695083/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Eric Schweig,https://www.imdb.com/name/nm0777760/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,1,2
2026,One Battle After Another,Tony Goldwyn,https://www.imdb.com/name/nm0001282/,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,2,2
2026,One Battle After Another,James Downey,https://www.imdb.com/name/nm0235999/,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,John Hoogenakker,https://www.imdb.com/name/nm2139624/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Kevin Tighe,https://www.imdb.com/name/nm0001798/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2026,One Battle After Another,D.W. Moffett,https://www.imdb.com/name/nm0595631/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Patricia Ridgely Storm,https://www.imdb.com/name/nm17695109/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Ted McCarthy,https://www.imdb.com/name/nm3903393/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Jeremy Boone,https://www.imdb.com/name/nm7024337/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,James Raterman,https://www.imdb.com/name/nm16890555/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Bryan Pickens,https://www.imdb.com/name/nm17695079/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Travis Johnston,https://www.imdb.com/name/nm17695074/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Matthew Demildt,https://www.imdb.com/name/nm17695110/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Jason Belford,https://www.imdb.com/name/nm17695066/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Matthew McDonnell,https://www.imdb.com/name/nm17729339/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Jose L Barreiro,https://www.imdb.com/name/nm17504040/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Quentin L. Carter,https://www.imdb.com/name/nm17695077/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Brian Bishop,https://www.imdb.com/name/nm17695094/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Daniel Zinoviev,https://www.imdb.com/name/nm17695108/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Steve Knoll,https://www.imdb.com/name/nm3280335/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Sam Hunter,https://www.imdb.com/name/nm1443873/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Louis Hoffman,https://www.imdb.com/name/nm11857319/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Steven P. Jacobson,https://www.imdb.com/name/nm17695063/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Justin Millmore,https://www.imdb.com/name/nm17695067/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Peter Sutherland,https://www.imdb.com/name/nm17695090/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Carlos McFarland,https://www.imdb.com/name/nm17695091/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Colton Gantt,https://www.imdb.com/name/nm15927057/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Elisabeth Pease,https://www.imdb.com/name/nm17695084/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Autumn Crosswhite,https://www.imdb.com/name/nm17695102/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Mickey Giacomazzi,https://www.imdb.com/name/nm0316010/,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Omar Khattab,https://www.imdb.com/name/nm2755408/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Stephanie Coker,https://www.imdb.com/name/nm11955040/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Kayla Harvey,https://www.imdb.com/name/nm17695095/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Kimberlyn Ramirez Moreno,https://www.imdb.com/name/nm17695099/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Sydney Ann Taylor,https://www.imdb.com/name/nm17695104/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Maria Fernanda Jimenez Nava,https://www.imdb.com/name/nm17695064/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Jena Malone,https://www.imdb.com/name/nm0540441/,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,0,0,0,0,0,0,0,1,1,0,4,4,2,3,0,0,0,0,7,4
2026,One Battle After Another,Dan Chariton,https://www.imdb.com/name/nm0152911/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Sandra Iturbe,https://www.imdb.com/name/nm17695088/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Marisela Borjas Ramirez,https://www.imdb.com/name/nm17695097/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Derrick J. Saenz,https://www.imdb.com/name/nm17695065/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Esperanza Rodarte De Santoyo,https://www.imdb.com/name/nm17695085/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Hadasa Genesaret Palomares,https://www.imdb.com/name/nm17695086/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Gilberto Martinez Jr.,https://www.imdb.com/name/nm17695093/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Luis Trejo,https://www.imdb.com/name/nm17695101/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Julian Corral,https://www.imdb.com/name/nm17695072/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Elijah Joseph Sambrano,https://www.imdb.com/name/nm17692424/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,April Grace,https://www.imdb.com/name/nm0333318/,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Sherron Gassoway,https://www.imdb.com/name/nm17695100/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Pearl Minnie Anderson,https://www.imdb.com/name/nm7744115/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Sister Kate,https://www.imdb.com/name/nm8971324/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Sister Lilly,https://www.imdb.com/name/nm17695098/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Sister Esme,https://www.imdb.com/name/nm17695092/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Sister Karina,https://www.imdb.com/name/nm18245138/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Sister Laura,https://www.imdb.com/name/nm17695087/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Sister Delphi,https://www.imdb.com/name/nm17695080/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Sister Yuka,https://www.imdb.com/name/nm17695105/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Bella Feinstein,https://www.imdb.com/name/nm5306256/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Madison Feinstein,https://www.imdb.com/name/nm5306157/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Tuesday Hansen,https://www.imdb.com/name/nm17695107/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Zoe Herschlag,https://www.imdb.com/name/nm13165610/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,J. Izon,https://www.imdb.com/name/nm9844685/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Joanna Scott Satterwhite,https://www.imdb.com/name/nm17695073/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Robert Sherock,https://www.imdb.com/name/nm17695062/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Lynette M. Telles,https://www.imdb.com/name/nm17695082/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Ann Limbaugh-Brouhard,https://www.imdb.com/name/nm17695068/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Antonio Garcia,https://www.imdb.com/name/nm17695070/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Emilio Carranza,https://www.imdb.com/name/nm5852275/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Juan V. Ramirez,https://www.imdb.com/name/nm17695106/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Ron Bermudez Perea,https://www.imdb.com/name/nm15094693/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Edith Ascencion,https://www.imdb.com/name/nm17695076/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,David Reynoso,https://www.imdb.com/name/nm17695075/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Timothy Kravitz,https://www.imdb.com/name/nm10906428/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Jon Beavers,https://www.imdb.com/name/nm3482690/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2026,One Battle After Another,Anthony Weise,https://www.imdb.com/name/nm17695069/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Juandi Aires,https://www.imdb.com/name/nm14633595/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Alyssa Alonzo,https://www.imdb.com/name/nm13842853/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,One Battle After Another,Jim Anderson,https://www.imdb.com/name/nm6278446/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
